# Forestdale Creek (1049)
# California  SNOTEL Site - 8017 ft
# Daily Data for Period of Record
#
# (As of: Sun Jun 21 08:33:27 PDT 2015)
#  **Provisional data, subject to revision**
#
Date,Snow Water Equivalent (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2004-04-06,33.9,38.1,48,31,38,0.00
2004-04-07,33.3,38.1,55,31,42,0.00
2004-04-08,32.8,38.1,55,33,43,0.00
2004-04-09,32.4,38.1,57,32,43,0.00
2004-04-10,32.2,38.1,55,31,42,0.00
2004-04-11,32.0,38.1,60,30,44,0.00
2004-04-12,31.2,38.1,54,37,44,0.00
2004-04-13,31.1,38.1,44,31,38,0.00
2004-04-14,30.4,38.1,45,30,35,0.00
2004-04-15,29.7,38.1,41,30,34,0.00
2004-04-16,29.7,38.1,41,29,32,0.30
2004-04-17,29.2,38.4,36,24,29,0.00
2004-04-18,29.4,38.4,37,22,28,0.20
2004-04-19,29.4,38.6,37,25,31,0.10
2004-04-20,29.7,38.7,41,31,35,0.30
2004-04-21,29.9,39.0,41,28,35,0.20
2004-04-22,29.8,39.2,46,24,33,0.00
2004-04-23,29.6,39.2,59,29,41,0.00
2004-04-24,29.9,39.2,60,32,45,0.00
2004-04-25,30.0,39.2,63,35,47,0.00
2004-04-26,28.4,39.2,65,39,51,0.00
2004-04-27,26.9,39.2,62,39,50,0.00
2004-04-28,26.7,39.2,55,31,45,0.00
2004-04-29,25.5,39.2,51,27,37,0.00
2004-04-30,24.9,39.2,62,29,45,0.00
2004-05-01,24.2,39.2,63,35,49,0.00
2004-05-02,22.4,39.2,67,40,53,0.00
2004-05-03,21.1,39.2,67,43,55,0.00
2004-05-04,19.5,39.2,61,49,54,0.00
2004-05-05,18.1,39.2,57,44,49,0.00
2004-05-06,17.1,39.2,56,42,47,0.00
2004-05-07,16.3,39.2,54,41,45,0.00
2004-05-08,15.6,39.2,53,40,45,0.00
2004-05-09,15.0,39.2,58,34,47,0.00
2004-05-10,14.0,39.2,42,28,35,0.00
2004-05-11,14.0,39.2,42,28,34,0.00
2004-05-12,14.0,39.2,54,24,39,0.00
2004-05-13,13.8,39.2,58,32,45,0.00
2004-05-14,12.5,39.2,59,34,47,0.00
2004-05-15,11.8,39.2,57,38,48,0.00
2004-05-16,11.0,39.2,58,38,48,0.00
2004-05-17,9.9,39.2,50,33,43,0.20
2004-05-18,9.2,39.4,48,31,38,0.00
2004-05-19,8.8,39.4,53,29,40,0.00
2004-05-20,7.9,39.4,51,30,40,0.00
2004-05-21,7.1,39.4,50,30,38,0.00
2004-05-22,6.3,39.4,51,32,42,0.00
2004-05-23,4.6,39.4,53,32,43,0.00
2004-05-24,3.2,39.4,55,31,42,0.00
2004-05-25,1.8,39.4,57,33,44,0.00
2004-05-26,1.5,39.4,62,35,49,0.00
2004-05-27,0.8,39.4,59,42,50,0.20
2004-05-28,0.5,39.6,47,31,39,0.70
2004-05-29,0.3,40.3,57,29,44,0.00
2004-05-30,0.0,40.3,64,36,52,0.00
2004-05-31,0.0,40.3,66,43,55,0.00
2004-06-01,0.0,40.3,66,41,54,0.00
2004-06-02,0.0,40.3,70,43,58,0.00
2004-06-03,0.0,40.3,68,49,58,0.00
2004-06-04,0.0,40.3,72,48,59,0.00
